cell_id,CWI,literature_cwi,workload_state,condition,demand_score,capacity_score,stress_score,dediff_score
ERR1630254,0.12819020075555795,1.905479843733243,S4_Exhausted,ND,0.6937320902726828,0.133847993773104,0.7279968626319819,0.4615935606944264
ERR1630263,0.9717307942240557,0.6882297037537715,S2_Active,ND,0.4530525614065048,0.6191506397106812,0.10253183297726787,0.0
ERR1630265,0.21159680861653318,1.0119961384023592,S3_Stressed,ND,0.709877685198719,0.44930568246288705,0.42326524371119506,0.18576205149787067
ERR1630267,0.09067938524279248,1.6615490325992628,S4_Exhausted,ND,0.7955142320501238,0.2933920201352683,0.5874510952701623,0.4593101257968384
ERR1630268,0.024605176493928342,2.4196234186781256,S4_Exhausted,ND,0.6014273953664455,0.1788983800237543,0.9445751979616825,0.369045356068601
ERR1630269,0.060350591599052476,3.362104376729549,S5_Failing,ND,0.7424362173762227,0.20297561394957453,0.8984322398476584,0.6223787951638898
ERR1630275,0.09198733357560968,4.394417833582872,S5_Failing,ND,0.8122009814645362,0.2938283805975998,0.7786011155774492,0.5983577103927248
ERR1630276,0.4368262908136191,1.790884426795276,S4_Exhausted,ND,0.7504046515517844,0.23481638921978407,0.7129221181975227,0.4326133022242118
ERR1630283,0.10081775783785783,1.328178762360521,S3_Stressed,ND,0.6825416348988029,0.45289616943816774,0.5872320636720678,0.2120295631711899
ERR1630287,0.06661657169173463,1.9101687255939512,S4_Exhausted,ND,0.6469742381627559,0.3047398671316414,0.7109394794604893,0.2748886423614697
ERR1630312,0.06116100695594951,2.298250455808966,S4_Exhausted,ND,0.6207127167737655,0.21395866347160475,0.7725766623898691,0.49240270192069013
ERR1630316,0.9498516165703369,1.6422618841999637,S4_Exhausted,ND,0.6892969640045442,0.26154444557701745,0.7481009231736713,0.3815097863557011
ERR1630321,0.26166467050168185,2.076374336480418,S4_Exhausted,ND,0.5964757677580625,0.40062928092144406,0.7223884024279131,0.34772769794809605
ERR1630323,0.9592119950013197,1.5401464077480975,S4_Exhausted,ND,0.6446350694652817,0.24231081304768512,0.6209525544554688,0.5049009225836889
ERR1630334,0.0825028954351381,2.779525331065244,S5_Failing,ND,1.0,0.14839552717826263,0.7950536290347567,0.7188393273448084
ERR1630368,0.11633422208997826,2.3604396709553725,S4_Exhausted,ND,0.5802122107411151,0.38356921120651416,0.7471468357135995,0.3295656309457241
ERR1630394,0.952712642588892,2.015976312487578,S4_Exhausted,ND,0.8964725132916389,0.18702931453423816,0.8882024496475034,0.259153870363644
ERR1630401,0.2617283962845178,1.5498349144764796,S4_Exhausted,ND,0.7035263551971728,0.3529804177915283,0.8345420046154978,0.24433708264760964
ERR1630414,0.7180180829290523,1.5174605286819154,S4_Exhausted,ND,0.6300274492007414,0.44415686206579,0.8593186626639396,0.460600995134564
ERR1630427,0.2716919037430086,1.5117950309153807,S4_Exhausted,ND,0.7213979910734222,0.05283554998727105,0.6488784323568815,0.27195706475037174
ERR1630436,0.22017778428200202,3.139789886403839,S5_Failing,ND,0.7903940100275351,0.20961207769409834,0.8674819492166604,0.8526932425873621
ERR1630444,0.14227464995740513,2.8063415490394745,S5_Failing,ND,0.9149273326285676,0.15377247112949577,0.6877277978437701,0.5469131227079679
ERR1630505,0.03578636499416793,2.1259896129713547,S4_Exhausted,T2D,0.688767195030917,0.22031047445295232,0.6010395179741419,0.5754794181984365
ERR1630518,0.16343691255421938,2.4841114252888823,S4_Exhausted,T2D,0.6779030400466777,0.357707212718054,0.6874213079900351,0.1918070592116278
ERR1630556,1.0,0.573117717538379,S2_Active,T2D,0.5542560043585965,0.6498242956415463,0.27870846037424524,0.11864543147694277
ERR1630563,0.10219895811708889,1.847845529357984,S4_Exhausted,T2D,0.7614166700043424,0.27969546139570073,0.7055724912288694,0.5696456368290038
ERR1630564,0.9626213711028262,1.4516477922057094,S3_Stressed,T2D,0.6813509636000639,0.5232049937357637,0.5183342005738352,0.2514438834058749
ERR1630573,0.9752403842582479,1.4375414033677782,S3_Stressed,T2D,0.7305478807154329,0.35519156585026757,0.7189802933217673,0.271161487808889
ERR1630644,0.057313308194415255,1.306128394052413,S3_Stressed,T2D,0.6021003841632759,0.3592536225623445,0.4191701714644849,0.08753579081621309
ERR1630649,0.9985952996703538,2.4082808710844854,S4_Exhausted,T2D,0.7757507710047304,0.33711458733713084,0.8094191518470948,0.42110174672026185
ERR1630774,0.19252011709435063,1.0431403912618755,S3_Stressed,T2D,0.6681952971294963,0.4281555778747564,0.4160278157819224,0.04658858292643778
ERR1630800,0.9688779208074839,1.4929628981739218,S3_Stressed,T2D,0.5689733243406544,0.47865528482881525,0.44006073545559776,0.3277676821898509
ERR1630851,0.8771851391063293,0.8603741689460882,S2_Active,ND,0.4536582307187538,0.7915402117702074,0.31585955790074044,0.03382135352316121
ERR1630861,0.8983868331992678,0.0,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630869,0.8658885293843183,0.4061163341244588,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630870,0.9089754513427626,0.4952861030268441,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630882,0.9248610415855866,0.634075586331269,S2_Active,ND,0.4534270246429743,0.7328751109659684,0.11793176816482896,0.1852433334796224
ERR1630900,0.8597947981204109,0.2218017390256546,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630937,0.9052874151006952,0.5996627406026742,S2_Active,ND,0.5241962271566034,0.647023979623296,0.29633761292443217,0.020747926156729934
ERR1630947,0.9487028472072414,0.6927529623349272,S2_Active,ND,0.3086719755342202,0.7513267433113355,0.24127809269364986,0.0885263558533101
ERR1630953,0.8809892973669002,0.5752475935719027,S2_Active,ND,0.3275082167486967,0.709707754934804,0.282206015999449,0.15049872789804572
ERR1630966,0.9078109374130867,0.4046963343670048,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630968,0.872270872102382,0.1886480304705116,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630972,0.8971103319518077,0.3569758726487578,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630991,0.8590427497873386,0.4746932530714517,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1630997,0.8470174749832153,0.1401854919926745,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631001,0.9142597156613504,0.2022066364497956,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631006,0.9296554256285683,0.9570688808258256,S2_Active,ND,0.4437712470759027,0.7968644990532889,0.38967929826539477,0.18657551941701217
ERR1631010,0.9484274340915391,0.6380156944188385,S2_Active,ND,0.39871688796655763,0.6297946906122647,0.17546118839971298,0.0
ERR1631020,0.9573934274816057,0.6581242534121554,S2_Active,ND,0.5314247332595274,0.6672337853402232,0.12462638356425104,0.06654987641590517
ERR1631021,0.9331041164267436,0.6167925092925353,S2_Active,ND,0.4091975924478789,0.6607891846867842,0.11104855703744768,0.05250546888390439
ERR1631026,0.9303620623334027,0.4863763784403654,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631031,0.9502721646892504,0.3782983498157848,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631077,0.8872425066071351,0.486775440880469,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631081,0.9353315521198369,0.5290171463971473,S2_Active,ND,0.3587696298664709,0.5536485051867881,0.11841897150345618,0.03466707674262881
ERR1631094,0.9551665290660071,0.9586773099809984,S2_Active,ND,0.6465648768921555,0.7296120277064576,0.1922898290585896,0.27654542402810967
ERR1631098,0.8872530886377893,0.7071939128463236,S2_Active,ND,0.47742236995134646,0.7261055272179889,0.2341151974816644,0.14049817109609555
ERR1631116,0.9568039406304818,0.6570735410252271,S2_Active,ND,0.5067528204687923,0.700511345664246,0.22766907993300192,0.0
ERR1631120,0.9347066750337437,0.373984485795213,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631122,0.917684415851398,0.8491745825178594,S2_Active,ND,0.3575251813786543,0.6765412866624853,0.2827183249036024,0.19178619470547761
ERR1631130,0.9504999236271723,0.8723989407635758,S2_Active,ND,0.44556172754748175,0.5584629257949585,0.20130018918779072,0.3122156197012633
ERR1631160,0.891182619433727,0.3724337499140766,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631178,0.8792324933991723,1.059138062490614,S3_Stressed,ND,0.6324166352488442,0.5310907565598004,0.28761042756901933,0.23323140119795918
ERR1631189,0.9567711199835301,0.6100500159153655,S2_Active,ND,0.5110922589709866,0.657935467723464,0.3453534077157317,0.2032465260551147
ERR1631192,0.8656481561052193,1.30267739914488,S3_Stressed,ND,0.5869856945632315,0.6475356216949553,0.4474244978319239,0.12515134634434466
ERR1631202,0.8379156671864741,0.347921907550907,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1631233,0.5017306035139052,1.5379364889139708,S4_Exhausted,ND,0.6469498852389473,0.23960148132841794,0.530753537028518,0.3903286888129608
ERR1631235,0.10482508875100055,2.8859657426977563,S5_Failing,ND,0.7296823574874113,0.15655037725676846,0.8382409746184051,0.5510560557481777
ERR1631243,0.1830422757871169,1.322252468839224,S3_Stressed,ND,0.6096995964992717,0.585765962320202,0.4240867338446302,0.3551151975522523
ERR1631253,0.08938298837610886,2.4141038141925684,S4_Exhausted,ND,0.642418175935532,0.30865897874729,0.8529550319460614,0.34550809131910504
ERR1631281,0.7467062016315352,1.223270557208322,S3_Stressed,ND,0.6595157025436913,0.4840061470036573,0.5150393786476207,0.21156746342928587
ERR1631293,0.9627116570818075,0.9293903545572793,S2_Active,ND,0.3849006422577697,0.665728548347323,0.1735343166762044,0.0
ERR1631297,0.9601877376512679,0.6968541249793642,S2_Active,ND,0.5375698018345672,0.6197722730778381,0.4720169166589619,0.051576592713374864
ERR1631298,0.7248531870558135,1.99084991435672,S4_Exhausted,ND,0.6724948302848356,0.28443227646079206,0.684199210142101,0.43991361143520713
ERR1631303,0.5743211146121566,1.115762112845038,S3_Stressed,ND,0.5181779316766527,0.4980983792097311,0.5341755975777159,0.3179297184063827
ERR1631349,0.016888860188407618,2.7414605420988707,S5_Failing,ND,0.7965011509503038,0.16908278765313606,0.8166452208213056,0.7044160877069072
ERR1631350,0.8773904024691518,0.5172989619101402,S2_Active,ND,0.4399361310081195,0.683871428833399,0.2625667347765006,0.22669111491866228
ERR1631356,0.1119110360600378,3.103892262134764,S5_Failing,ND,0.977080063563551,0.2222133771633713,0.849245126400815,0.6681891489626312
ERR1631363,0.13498686384557612,2.2163371682698627,S4_Exhausted,ND,0.4698078835264414,0.4167782061659807,0.6573118930052579,0.39623652975751517
ERR1631369,0.8621660840227063,1.8256709119494496,S4_Exhausted,ND,0.5484808937801448,0.3254420843301213,0.5987895624739832,0.5103301882016522
ERR1631370,0.13940917387960147,1.6841026173068725,S4_Exhausted,ND,0.8366874267444524,0.3337602662075202,0.534514332813423,0.411422764866204
ERR1631374,0.9530832939804822,0.9759672145165686,S2_Active,ND,0.4708306250206723,0.7404050856814538,0.11428424435837176,0.029233053438121923
ERR1631391,0.9619505451110006,1.3584446340013778,S3_Stressed,ND,0.809238727568546,0.39974706353621914,0.6876170839215886,0.2067518481410109
ERR1631394,0.4633136040988275,1.0312963910435995,S3_Stressed,ND,0.4993982618500298,0.498148686400761,0.595042383818605,0.4060747924881987
ERR1631421,0.06322706784956048,2.9837153079126946,S5_Failing,ND,0.7373032942212233,0.15212513783365228,0.8289168643907818,0.7846707325736033
ERR1631422,0.07926253515348247,2.4305305232525605,S4_Exhausted,ND,0.8644967713501284,0.25881230338775324,0.7823170583961914,0.41503017614618776
ERR1631434,0.9574778501279285,1.0098054639022085,S3_Stressed,ND,0.47858113872122676,0.47113413610798616,0.4423096344337597,0.37553408424432044
ERR1631451,0.08669365054894296,1.8131070898636696,S4_Exhausted,ND,0.6750963960443621,0.2512393775927506,0.7073317967188404,0.36363877877861445
ERR1631453,0.1262276428672951,2.2053823019434,S4_Exhausted,ND,0.7576556963055766,0.2567441812180379,0.5710039100258946,0.3943054376278933
ERR1631467,0.5650695932735549,1.7155191963522067,S4_Exhausted,ND,0.7311250154543536,0.3394452142378297,0.5704921227936384,0.43078017688920595
ERR1631480,0.1237049077832326,2.0363298721833503,S4_Exhausted,ND,1.0,0.2579015519179737,0.6664215300709871,0.22898316073433744
ERR1631510,0.10663908006805428,1.9888637469478263,S4_Exhausted,ND,0.8119574911434576,0.3289774856896413,0.8669021525289393,0.2651814577894287
ERR1631541,0.17899756671227485,1.7919390340763703,S4_Exhausted,ND,0.6872082408519233,0.5075400798645439,0.6740408648636395,0.47432640940227155
ERR1631551,0.9529517777937644,1.9646165276354168,S4_Exhausted,ND,0.6044459559399573,0.3871124703431692,0.5496857046881893,0.4170865438127942
ERR1631564,0.08516396312213241,2.2665417392668683,S4_Exhausted,ND,0.5393553679742427,0.26739764678321587,0.6754256935914055,0.3816016663647321
ERR1631565,0.10967050247602231,2.0839814871247824,S4_Exhausted,ND,0.7203463635867222,0.4201213922163945,0.6727276430252329,0.40184339330653934
ERR1631590,0.13393960722510967,2.1654613025731986,S4_Exhausted,ND,0.6243649254715696,0.25919246269784485,0.4303113357058428,0.4347581705361671
ERR1631591,0.21599276635744372,2.097368736346794,S4_Exhausted,ND,0.5577746290402326,0.09618754648221459,0.6945705133482187,0.34602403196906384
ERR1631613,0.021880266224642713,3.737964599137539,S5_Failing,ND,0.9812448557996929,0.3255756125573521,1.0,0.6583928185325963
ERR1631630,0.04754508942526043,2.68849953632322,S5_Failing,ND,0.8707751935455476,0.11053926977804962,0.7362260015748685,0.564070790921294
ERR1631653,0.05301426363358228,2.0576148589572893,S4_Exhausted,ND,0.6353427115757473,0.19919136890825956,0.6769065469791321,0.32216952745976873
ERR1631661,0.015580089587424798,2.970870677572282,S5_Failing,ND,0.7437533224105732,0.1813128355838641,0.7469003044998183,0.6590654830692309
ERR1631679,0.04851311630318847,2.7306761431781625,S5_Failing,ND,0.8632407739055521,0.15602689417258253,0.7376859473575236,0.7108703580582908
ERR1631696,0.05300785134348387,2.821969134396028,S5_Failing,ND,0.8972554449626731,0.3446977884353733,0.7444522880839746,0.6820482181197364
ERR1631697,0.0375308372754006,3.7454825100773457,S5_Failing,ND,0.8621809962217197,0.21965547765115748,0.7362612872693483,0.6507274031107297
ERR1631699,0.09404359499491721,2.6276391587612133,S5_Failing,ND,0.6429775280109544,0.3031844539468635,0.9189016531107552,0.7066674689589154
ERR1631702,0.1157429528791659,2.15673693843362,S4_Exhausted,ND,0.5918451996385604,0.1129208078974144,0.7696206364813418,0.41958452550976816
ERR1631711,0.0741250176705896,2.3630602070564737,S4_Exhausted,ND,0.8687141635072564,0.2648486515958691,0.8848956094945345,0.30216272223849683
ERR1631732,0.06630065252491876,2.5856930789890717,S5_Failing,ND,0.7272862824175131,0.0514439626963028,0.9420504247989856,0.7169295590445672
ERR1631735,0.06329476014189994,3.1719314026858343,S5_Failing,ND,0.7752481364448496,0.2267050265869259,0.7429253706250524,0.7382158991037527
ERR1631745,0.051597051746279404,3.0622329846197878,S5_Failing,ND,0.7925566570899955,0.28896307956234374,0.7167644426895772,0.6648709887589642
ERR1631748,0.030287579787927135,2.6547088736879227,S5_Failing,ND,0.8620672097550679,0.20822839892754244,0.8471415556386405,0.5832881919683145
ERR1631786,0.031368582107031716,2.640459650768398,S5_Failing,ND,0.8177701000933254,0.30654803750653514,0.7447776955719029,0.6146713686433323
ERR1631796,0.08817314224182464,2.936199660884436,S5_Failing,ND,0.6664655641289899,0.1482711549899628,0.8632931817755511,0.7206508966508357
ERR1631805,0.03713291087499826,3.375765894350983,S5_Failing,ND,0.8380197851005964,0.340934744018558,0.82029230208513,0.5183064329012763
ERR1631811,0.8837422605293705,2.118831319678027,S4_Exhausted,ND,0.788163975694945,0.30184183791895514,0.8126565029547757,0.44082527557144724
ERR1631836,0.2711962769341997,1.7361304288319783,S4_Exhausted,ND,0.6992027358683383,0.4676437312275283,0.6731111309445169,0.22974163957621596
ERR1631838,0.09094267457503008,2.4157785931066798,S4_Exhausted,ND,0.8479944138890025,0.33269273737641625,0.5893474091258329,0.5029155637325644
ERR1631856,0.037961738498035816,3.134231576349411,S5_Failing,ND,0.8610585745283823,0.42988981236192503,0.6484255885002769,0.6368673308872901
ERR1631865,0.1230004155163984,2.2379194639859423,S4_Exhausted,ND,0.7077368307647618,0.27808994711911356,0.957335980324986,0.4472597482413043
ERR1631881,0.06556545368127449,2.9605485546067447,S5_Failing,ND,0.855979044793104,0.1637161439560341,0.9547505201330062,0.5606661187672639
ERR1631888,0.05179863125428029,2.100611340675385,S4_Exhausted,ND,0.6138715798671736,0.38294055811834893,0.7059218434014488,0.4256029734313876
ERR1631890,0.007862418408222074,4.281154383228588,S5_Failing,ND,0.9080780725554622,0.15544974785992283,0.9795877673095522,0.6028744822934817
ERR1631920,0.12192900944054491,2.142715135292516,S4_Exhausted,ND,0.8523124077269657,0.07888646909921146,0.7013929291912946,0.4982690983945514
ERR1631926,0.05858424277983376,2.5096071287139248,S5_Failing,ND,0.8833922154548904,0.34533844771177014,0.7387211309515614,0.7278451862607298
ERR1631941,0.07767695918728958,2.2510976447780853,S4_Exhausted,ND,0.7538910043684658,0.3235614558108566,0.6975874912889997,0.5665474444462577
ERR1631942,0.20601568680224183,1.6479654713500846,S4_Exhausted,ND,0.5962753845673543,0.3770865193886967,0.7198084760767854,0.5014370065018131
ERR1631951,0.032190158819881486,3.387833878801936,S5_Failing,ND,0.8459180079228437,0.3579572145730713,0.7612298440064016,0.6191099068019903
ERR1631956,0.034286713715293786,2.9725950783015747,S5_Failing,ND,0.7929834288541353,0.1477139972846732,0.8285865390724906,0.6046436548156149
ERR1631963,0.0,3.697939352533908,S5_Failing,ND,0.6339039066484009,0.15798131829041429,0.8334456789987026,0.46401438590200805
ERR1631968,0.10837728722650228,2.092095216589188,S4_Exhausted,ND,0.6809661321916392,0.15214137542201583,0.6855639588076057,0.2159125768668355
ERR1631980,0.07218185316389214,2.1355988912447805,S4_Exhausted,ND,0.6124381746615242,0.4143754043206929,0.6426337993119763,0.27204230332642987
ERR1631994,0.9186702032545057,1.737982099831065,S4_Exhausted,T2D,0.5617200269035664,0.3338496407494414,0.6453141058759607,0.33751814223043214
ERR1632024,0.9154424503060601,2.264538565935425,S4_Exhausted,T2D,0.7926177547531641,0.25847120860991984,0.6967246729784001,0.4026091050210834
ERR1632029,0.9521057993387039,1.528003241415462,S4_Exhausted,T2D,0.890941664047013,0.3632781866106285,0.6456575228866235,0.45176590204691236
ERR1632046,0.29978467226170946,2.334594964363235,S4_Exhausted,T2D,0.5601432426180858,0.5270692857804395,0.6287154217322836,0.3274256186846535
ERR1632049,0.8436557063397072,1.1988856875624374,S3_Stressed,T2D,0.7158110873500068,0.532271856033809,0.4101585328651642,0.17510358515209265
ERR1632059,0.8783386038075296,3.031418288642951,S5_Failing,T2D,0.8429618219132586,0.1718215391139493,0.8658544272672831,0.674625356602722
ERR1632113,0.8673175473605673,0.6606130368520473,S2_Active,T2D,0.4398293387770603,0.888618590121053,0.09291075019388878,0.14438194281462285
ERR1632130,0.9095063282271945,1.270668099785487,S3_Stressed,T2D,0.6791662693962935,0.4172769056447677,0.5491919171506505,0.29715709509543553
ERR1632134,0.8905518089353023,1.1883948302768772,S3_Stressed,T2D,0.6624119817052155,0.5519346514241172,0.36797667929793576,0.26453759495851475
ERR1632156,0.8985730816107602,0.9705633532320868,S2_Active,T2D,0.6852278184508938,0.7174577812831838,0.24824724152431854,0.1774634053429337
ERR1632207,0.20454660661280955,2.7408309595077944,S5_Failing,T2D,0.8207687687163112,0.06555494889657229,1.0,0.6645484181141075
ERR1632229,0.8929189834967697,1.755477582682898,S4_Exhausted,T2D,0.7562969236690571,0.31818662550584953,0.7106430227691897,0.41867667644770784
ERR1632286,0.922022581221804,1.1626193975774746,S3_Stressed,T2D,0.662834550926428,0.6532738913002578,0.6831458765854354,0.3368631557532349
ERR1632347,0.9169137730450349,0.7763896717417546,S2_Active,T2D,0.4986502775262066,0.7257550390722763,0.17765372146741493,0.007306952842191711
ERR1632404,0.25737668217729176,1.8214350505892805,S4_Exhausted,ND,0.6349357430878173,0.3248220586300336,0.6745022782579144,0.3244617067646678
ERR1632439,0.04091513186186639,3.322815205779532,S5_Failing,ND,0.8271578837195374,0.10813480535158018,0.7823052772505951,0.816325472330546
ERR1632457,0.04995675056327939,3.3061247199485253,S5_Failing,ND,0.672325142417969,0.09958592332479321,0.7201702755461546,0.5692221765046999
ERR1632486,0.11577231626223952,2.4884801640745886,S4_Exhausted,ND,0.6512874616235304,0.25406391004597556,0.8503992988582688,0.3388482197008052
ERR1632543,0.03555909894994767,5.0,S5_Failing,ND,0.6918943459591738,0.12322024348958716,0.6620680771985473,0.6219150327663939
ERR1632602,0.8605987988512205,0.4045394661939395,S1_Resting,ND,0.5,0.5,0.3,0.2
ERR1632639,0.04126687809361461,2.485596518440171,S4_Exhausted,ND,0.6407606075761131,0.21501556305352082,0.43490301916069873,0.2593338903151778
ERR1632645,0.22307427061519966,1.901120492174527,S4_Exhausted,ND,0.6136009230320183,0.3830335816544246,0.8091506851922461,0.3076766753889096
ERR1632703,0.17499238724509958,2.003410517773861,S4_Exhausted,ND,0.7048521627944827,0.21439161740911328,0.8246085192497629,0.2648315394383667
ERR1632721,0.12919413879402622,1.7948265003779582,S4_Exhausted,ND,0.6169049883588962,0.30715662372193925,0.49266097675918497,0.30241267470226674
ERR1632846,0.9105455163412857,0.5749605850657978,S2_Active,T2D,0.39422890710440994,0.6925554084233833,0.2714000494092092,0.09404746439382
ERR1632885,0.9048995474693872,0.3091432269193204,S1_Resting,T2D,0.5,0.5,0.3,0.2
ERR1632894,0.9133362991673966,1.186841948777959,S3_Stressed,T2D,0.5987753227153085,0.4891239851543142,0.6179440120721287,0.10350765394198956
ERR1632925,0.8829175162152918,0.7039378400575358,S2_Active,T2D,0.5822544912103189,0.5081228784700957,0.2473237624573545,0.0
ERR1632928,0.8521068944503973,1.307886927433317,S3_Stressed,T2D,0.5102745628514168,0.5401711722098942,0.45308243478952953,0.268605145999844
ERR1632971,0.9269571246111993,1.0359743432383592,S3_Stressed,T2D,0.6075804558193726,0.5690143991711113,0.3286865470909123,0.3058424486849588
ERR1633028,0.880578630481909,0.85977896053155,S2_Active,T2D,0.37791563500289777,0.6973486124550783,0.19271710873431275,0.0
